"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"leadingEdge"	"group_id"	".before"	"project"	"strain"	"tissue"	"cell_type"	"control"	"treatment"
"HALLMARK_IL2_STAT5_SIGNALING"	0.0990502035278155	0.477051460361613	0.163180127180689	-0.424995623730575	-1.30753999508342	90	"Lrrc8c;Pth1r;Col6a1;Nfkbiz;Nt5e;Ahnak;Ifngr1;Snx14;Wls;Cyfip1;Socs2;Dhrs3;Ncs1;Spred2;Gucy1b1;Pim1;Plec;Glipr2;Phtf2;Adam19;Tnfsf10;Prkch;Lrig1;Slc2a3;Pdcd2l;Dennd5a;Spry4;Gabarapl1;Slc1a5"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_INFLAMMATORY_RESPONSE"	0.107093184979138	0.477051460361613	0.158514105424824	-0.435785062911093	-1.2990043054808	72	"Il1r1;Scarf1;Calcrl;Il15ra;Plaur;Rhog;Serpine1;Adgre1;Nlrp3;Mmp14;Lyn;Slc4a4;Tnfsf10;Cmklr1;Nfkbia;Stab1;Slc28a2;Pvr;Gpc3;Lcp2;Ifnar1;Gabbr1;Bst2;Itgb3;Eif2ak2"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	0.182634730538922	0.549374730487279	0.179782316298324	0.416677806015807	1.24088588690816	33	"Alcam;Fdft1;Antxr2;Niban1;Pcyt2;Gnai1;Atxn2;Sc5d;Scd2;Ech1;Hmgcs1;Tmem97;Srebf2"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	0.154545454545455	0.549374730487279	0.124434168630393	-0.383241334000908	-1.21248589173497	116	"Dst;Pdgfrb;Eln;Vegfa;Cald1;Nt5e;Cdh11;Col6a2;Tgfb1;Fermt2;P3h1;Plaur;Mylk;Sat1;Tnfaip3;Slit2;Pmepa1;Serpine1;Prrx1;Calu;Tpm4;Loxl2;Mmp14;Rgs4;Basp1;Dpysl3;Cap2;Serpinh1;Dab2;Ccn1;Pvr;Qsox1;Col4a2;Col7a1;Fap;Tgfbr3;Vcan;Fbln5"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_ANDROGEN_RESPONSE"	0.182451253481894	0.549374730487279	0.11776578836269	-0.404984393931108	-1.20412217129034	69	"Gucy1a1;H1f0;Inpp4b;Uap1;Sat1;Pmepa1;Actn1;Abcc4;Pdlim5;Stk39;B4galt1;Maf;Fkbp5;Tsc22d1;Ptk2b;Sgk1"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_APICAL_JUNCTION"	0.1625	0.549374730487279	0.227987202850442	0.327519706810324	1.19943331402806	114	"Cadm2;Itgb4;Actc1;Adam23;Acta1;Cldn14;Crat;Nf2;Pkd1;Nf1;Wasl;Dlg1;Vcl;Ctnna1;Sgce;Skap2"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	0.190807799442897	0.549374730487279	0.114750719227023	-0.401864951847792	-1.19484727223036	69	"Vegfa;Sec31a;Hsp90b1;Sdad1;Nop14;Pdia5;Hspa5;Nop56;Npm1;Mtrex"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_KRAS_SIGNALING_UP"	0.178817056396149	0.549374730487279	0.118287526124085	-0.391123959752873	-1.1844511427495	83	"Gucy1a1;Ano1;Hdac9;Itgbl1;Plaur;Prdm1;Tnfaip3;Ikzf1;Adgrl4;Pecam1;Prrx1;Mafb;Spry2;Nin;Cmklr1;Sox9;Ctss;Trib2;Gng11;Tfpi;Gfpt2;Jup"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_UV_RESPONSE_DN"	0.201811125485123	0.549374730487279	0.106323255932708	-0.362454081729644	-1.15059448280188	119	"Pdgfrb;Magi2;Plcb4;Inpp4b;Ythdc1;Map1b;Syne1;Grk5;Atxn1;Atrx;Mgll;Pik3r3;Serpine1;Kit;Bckdhb;Atp2b4;Gcnt1;Pdlim5;Phf3;Rgs4;Cap2;Smad7;Dab2;Ccn1;Cdon;Tfpi;Prkar2b;Tgfbr3;Plpp3;Fhl2;Kalrn;Fbln5;Dyrk1a;Tent4a;Cdc42bpa"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_COMPLEMENT"	0.238223418573351	0.614365658426011	0.0985499803531691	-0.36954478682797	-1.13951858031822	92	"Zeb1;Cdh13;Zfpm2;Dock4;Casp1;Plaur;Hspa5;Kcnip3;Tnfaip3;Rhog;Serpine1;Dock9;F8;Pim1;Mmp14;Lyn;Irf2;Dyrk2;Vcpip1;Pclo;Ctss;Dock10;Col4a2;Gnai2;Lcp2"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_ESTROGEN_RESPONSE_EARLY"	0.258953168044077	0.634435261707989	0.0949751525905595	-0.368337901085819	-1.11689682445746	84	"Mast4;Gab2;Farp1;Mpped2;Slc24a3;Svil;Kdm4b;Ar;Cant1;Cbfa2t3;Dhrs3;Frk;Elf1;Prss23;B4galt1;Fkbp5;Podxl;Fkbp4;Lrig1;Tiparp"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_KRAS_SIGNALING_DN"	0.282387190684134	0.658903444929646	0.0931454575337804	-0.397734293021039	-1.1289312423763	50	"Zbtb16;Ryr2;Kmt2d;Ntf3;Gprc5c;Mx2;Rsad2;Tcf7l1;Snn;Sgk1;Ifi44l;Slc16a7"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_MYC_TARGETS_V2"	0.312698412698413	0.66726825266612	0.0922597260527354	-0.450084262764622	-1.14112900914876	24	"Las1l;Nop56;Npm1;Mphosph10;Pa2g4;Ndufaf4;Hspd1"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_APOPTOSIS"	0.313207547169811	0.66726825266612	0.152144922367565	0.300947766023129	1.06804233474787	90	"Anxa1;Txnip;App;Psen1;Dpyd;Satb1;Erbb3;Rhot2;Gpx1;Tspo;Plat;Cyld;Dap3;Rara;Erbb2;Mgmt;Xiap;Sod2;Wee1;Etf1;Sc5d;Cflar;Fez1;Casp4"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_DNA_REPAIR"	0.35326842837274	0.710597609561753	0.0782955249944794	-0.350732900524518	-1.05615249096689	80	"Adcy6;Ssrp1;Dad1;Cant1;Upf3b;Bola2;Polr2a;Polb;Npr2;Mrpl40;Guk1;Ncbp2;Taf12;Pole4"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_P53_PATHWAY"	0.362549800796813	0.710597609561753	0.0745500777420554	-0.335157882263822	-1.04758573826538	101	"Zbtb16;Mxd4;Cdh13;Stom;Tgfb1;Casp1;Rab40c;Sat1;Retsat;Irag2;Sesn1"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_E2F_TARGETS"	0.382234185733513	0.720364426959313	0.0725351864394589	-0.334451816513496	-1.03130682050651	92	"Tmpo;Luc7l3;Ssrp1;Ppp1r8;Mki67;Aurka;Nop56;Smc4;Pole4;Rad51ap1;Dnmt1;Kpna2;Tfrc;Smc1a;Ncapd2;Ak2;Anp32e;Nbn;Nasp;Eed;Cdkn1b;Pa2g4;Chek1;Tacc3;Brca1;Lig1;Rbbp7;Pnn"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_NOTCH_SIGNALING"	0.397781299524564	0.721899395433468	0.0789209638180035	-0.432533625177991	-1.05400553688415	20	"Heyl;Maml2;Ppard;Notch3"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_MYC_TARGETS_V1"	0.501285347043702	0.82632370271039	0.0571258510018113	-0.302390364840595	-0.963589356020238	122	"Hsp90ab1;Hnrnpa1;G3bp1;Srsf7;Pabpc4;Ncbp1;Eif2s2;Hnrnpu;Exosc7;Nop56;Rnps1;Prpf31;Eif4g2;Canx;Npm1;Ncbp2;Srsf3;Ssb;Ywhaq;Kpna2;Rack1;Kars;Snrpd3;Vdac3;Eprs;Hnrnpa2b1"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_COAGULATION"	0.510057471264368	0.82632370271039	0.0615706755421678	-0.329670730661356	-0.955361102825653	58	"Gda;Gng12;Pecam1;Serpine1;Vwf;F8;P2ry1;Prss23;Mmp14"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_UV_RESPONSE_UP"	0.555555555555556	0.82632370271039	0.104732821580651	0.280330925135222	0.930361073056543	65	"Gls;Furin;Klhdc3;Cnp;Plcl1;Tmbim6;Nxf1;Ago2;Slc25a4;Tgfbrap1;Sod2;Ap2s1;Pdlim3;Slc6a8"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_TGF_BETA_SIGNALING"	0.558558558558559	0.82632370271039	0.0956031492204301	0.29293643279394	0.918999641656836	43	"Furin;Smurf2;Rhoa;Smurf1;Ppp1ca;Xiap;Fnta;Tgif1;Bcar3;Wwtr1;Trim33;Bmpr1a;Id3;Thbs1;Ltbp2"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING"	0.565333333333333	0.82632370271039	0.0880945010398517	0.325992542183515	0.918891177391041	25	"Cul1;Numb;Tcf7;Gnai1;Lef1;Wnt6;Ncstn;Maml1;Nkd1"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_ADIPOGENESIS"	0.59020618556701	0.82632370271039	0.0496901392724606	-0.287896659524314	-0.917795475187757	124	"Scp2;Adcy6;Ubc;Stom;Ifngr1;Samm50;Mylk;Gpat4;Mgll;Baz2a;Retsat;Ccng2;Cpt2;Itsn1;Agpat3;Coq5;Col15a1;Dgat1;Riok3;Ppp1r15b;Bcl6;Angpt1;Decr1;Sod1;Ak2;Slc1a5"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_BILE_ACID_METABOLISM"	0.596412556053812	0.82632370271039	0.0560595875032335	-0.323478904293461	-0.900036191066218	46	"Scp2;Acsl5;Atxn1;Ar;Fads2;Retsat"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING"	0.633704735376045	0.82632370271039	0.0499913914024592	-0.299926662424373	-0.892921517302855	73	"Itpr2;Plcg1;Hsp90b1;Adcy2;Vav3;Irak4;Pik3r3;Ppp2r1b;Them4;Prkcb;Ywhab;Egfr"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_SPERMATOGENESIS"	0.61377245508982	0.82632370271039	0.0547939500773363	-0.330965545249746	-0.885576752388228	36	"Jam3;Septin4;Ncaph;Aurka;Slc12a2;Phf7"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_ESTROGEN_RESPONSE_LATE"	0.656357388316151	0.82632370271039	0.0940503465727813	0.260998293452921	0.878284011774084	67	"Myof;Mapt;Tnnc1;Hr;Abca3;Fdft1;Blvrb;Idh2"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_HEDGEHOG_SIGNALING"	0.621236133122029	0.82632370271039	0.0568864160475701	-0.342126109200895	-0.855043138400345	23	"Ophn1;Vegfa"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_APICAL_SURFACE"	0.657686212361331	0.82632370271039	0.0542315935495841	-0.330669302608866	-0.826410234915209	23	"Plaur;Mdga1;Lyn;Slc2a4;B4galt1;Ephb4;Crybg1;Sulf2"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_XENOBIOTIC_METABOLISM"	0.686546463245492	0.841019417475728	0.0461379160269737	-0.28399749672764	-0.856424445561819	81	"Il1r1;Xdh;Enpep;Fmo3;Ppard;Retsat;Serpine1;Psmb10;Pdlim5;Kars;Gabarapl1;Slc1a5;Slc6a6;Jup;Aco2;Ephx1;Smox"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_HYPOXIA"	0.721774193548387	0.842069892473118	0.0978773277424561	0.241824920482655	0.863293659985649	98	"Nedd4l;Prkca;Gbe1;Pdgfb;Ldha;Ccn2;Pgam2;Tpst2;Gpc1;Gapdh;Ndrg1"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_FATTY_ACID_METABOLISM"	0.717314487632509	0.842069892473118	0.0905428948469474	0.253120681407584	0.858824166809088	72	"Crat;Cpt1a;Ldha;Hsd17b11;Dld;S100a10;Mdh2;Acaa2;Lgals1;Gstz1;Hadhb;Prdx6;Erp29;Idh1;Eci2;Ugdh;Acot2;Hibch;Suclg1;Ech1;Hmgcs1;Ncaph2"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_GLYCOLYSIS"	0.79144385026738	0.901877875886084	0.0379271467108098	-0.260126422449859	-0.805586239201759	95	"Vegfa;Nt5e;Hspa5;Aurka;Nanp;Xylt2;Chst12;Pkm;B4galt4;B4galt1;Gpc4;Glce;Pam;Egfr;Fkbp4;Sox9;Qsox1;Gpc3;Sod1;Vcan;Agl;Col5a1;Nasp;Tpst1;Ndufv3;Pgm2;Vldlr;Kdelr3;Il13ra1;Zfp292"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_MTORC1_SIGNALING"	0.941422594142259	0.941422594142259	0.0847985102819124	0.205592521290075	0.748002452026081	113	"Gbe1;Nfyc;Ldha;Rpa1;Gapdh;Gtf2h1;Tbk1;Niban1;Psmc4;Elovl6;Ppa1;Skap2;Psmd14;Plod2;Etf1;Sc5d;Idh1;Scd2;Map2k3;Fads1;Ctsc;Psmc6;Tpi1"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_PEROXISOME"	0.853448275862069	0.941422594142259	0.037770500132479	-0.256460294430476	-0.74320273815807	58	"Scp2;Acsl5;Atxn1;Dhrs3;Retsat;Acaa1a"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_HEME_METABOLISM"	0.936675461741425	0.941422594142259	0.0292103127923884	-0.225987838216132	-0.708200559665747	107	"Tns1;Epb41;H1f0;Sidt2"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_PROTEIN_SECRETION"	0.907563025210084	0.941422594142259	0.0336769978828608	-0.234237372092516	-0.703247679824045	79	"Dst;Sec31a"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_ANGIOGENESIS"	0.873315363881402	0.941422594142259	0.065981614400873	0.25339805493054	0.683815250560606	20	"App;Col5a2"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY"	0.886503067484663	0.941422594142259	0.0390355298112393	-0.261260253347712	-0.679109832245479	29	"Sbno2;Msra;Sod1;Lsp1;Egln2;Txnrd1"	"Spontaneous | SHR | LV | Neuronal | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Neuronal"	"10w"	"26w"
"HALLMARK_INTERFERON_GAMMA_RESPONSE"	0.0402219140083218	0.311680776179852	0.266350657088526	-0.590135307619406	-1.57072526166707	91	"Sp110;Herc6;Trim25;Mx2;Cmklr1;Stat4;Rnf213;Cd274;Parp14;Lgals3bp;Il15ra;Eif2ak2;Helz2;Nampt;Usp18;Parp12;Lats2;Tnfsf10;Bst2;Pml;Ifi44;Nlrc5;Pde4b;Ifitm3"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_INTERFERON_ALPHA_RESPONSE"	0.0551415797317437	0.311680776179852	0.234392647294686	-0.598873839377889	-1.49948380065423	56	"Sp110;Herc6;Trim25;Mx2;Parp14;Lgals3bp;Eif2ak2;Helz2;Usp18;Parp12;Bst2;Ifi44;Ifitm3;Gbp2;Parp9;Lap3;Ogfr;Trim5;Ifit2"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	0.0472972972972973	0.311680776179852	0.241339976815091	-0.549473726308613	-1.47848932700993	98	"Dst;Col4a2;Jun;Col4a1;Fbln5;Col1a2;Cxcl12;Cald1;Vcan;Fermt2;Tgm2;Eln;Vegfa;Col1a1;Col6a3;Col5a1;Flna;Dpysl3;Lamc1;Slit3;Abi3bp;Vim;Col5a3;Fap;Cdh6;Vegfc;Pvr;Bgn;Itga5;P3h1;Tpm4;Dcn;Tnfaip3"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_MITOTIC_SPINDLE"	0.0577663671373556	0.311680776179852	0.211400189384923	-0.519111130465	-1.43835582368836	141	"Dst;Kif5b;Gsn;Numa1;Prex1;Dock4;Nin;Sptan1;Sptbn1;Myh10;Cep250;Arhgef3;Smc1a;Arap3;Flna;Flnb;Arhgap27;Sorbs2;Taok2;Fgd6;Ccdc88a;Pcnt;Marcks;Arhgdia;Trio;Bcr;Myo9b;Dync1h1"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_COAGULATION"	0.067175572519084	0.311680776179852	0.213927855492356	-0.591149240486304	-1.42828127059641	44	"Pecam1;F8;Gsn;Rapgef3;Plat;Gda;Cd9"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_G2M_CHECKPOINT"	0.0566037735849057	0.311680776179852	0.219250346703755	-0.529125400213772	-1.42485178720532	101	"Hnrnpu;Atrx;Kif5b;Prpf4b;Foxn3;Ythdc1;Numa1;Tmpo;Ncl;Smc1a;Dmd;Hspa8;Nolc1;Nasp;Kmt5a;Marcks;Smc2;Pml;Smad3;Chaf1a"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_KRAS_SIGNALING_UP"	0.0639204545454545	0.311680776179852	0.211400189384923	-0.541390735855548	-1.41664342154486	74	"Pecam1;Itgbl1;Hdac9;Klf4;Cmklr1;Spon1;Adgrl4;Nin;Plat;Jup;Atg10;Ets1;Eng;Akap12;Tspan13;Flt4"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_E2F_TARGETS"	0.0683760683760684	0.311680776179852	0.204294756516886	-0.529773886601448	-1.3949444290127	77	"Luc7l3;Pnn;Ssrp1;Tmpo;Nop56;Smc1a;Nolc1;Nasp"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_MYOGENESIS"	0.0290586511612836	0.311680776179852	0.352487857583619	0.422050731582887	1.36800854516808	101	"Mb;Myh7;Tnnc1;Actc1;Myl2;Myl3;Acta1;Tcap;Fabp3;Speg;Cryab;Pgam2;Atp6ap1;Des;Large1;Ckm;Kcnh1;Crat;Agl"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING"	0.0686047095188049	0.311680776179852	0.287805130535564	0.437184740705861	1.33257264570188	68	"Plcb1;Ppp1ca;Cdk4;Cfl1;Gna14;Rit1;Ddit3;Pten;Akt1;Mapk10;Ube2d3;Ngf;Sqstm1;Mapk8;Mapk1;Mapk9;Cltc;Prkar2a;Map3k7;Cab39;Eif4e;Ap2m1"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION"	0.0699691538362933	0.311680776179852	0.287805130535564	0.388171403826625	1.25819423516489	101	"Ndufv2;Rhot2;Atp6ap1;Cox4i1;Cyc1;Atp6v1e1;Cox15;Slc25a4;Atp1b1;Ndufs7;Mgst3;Mtx2;Atp6v1g1;Acat1;Ndufv1;Ndufa9;Mrpl15;Vdac1;Ldhb;Pdhx;Uqcr10;Ndufa4;Slc25a12;Timm9;Aifm1;Nqo2;Hadha;Uqcrc1;Cs;Ndufab1;Abcb7;Etfa;Sdha;Mrps11;Ndufa7;Idh1;Polr2f;Atp6v0c;Phyh;Afg3l2;Ndufb5"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_P53_PATHWAY"	0.0843706777316736	0.344079157357166	0.179782316298324	-0.508699657887912	-1.35293229838784	83	"Cdh13;Jun;Zbtb16;Ptpn14;Klf4;Ptpre;Jag2;H1f2;Plk2;Fbxw7;Notch1"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	0.0912863070539419	0.344079157357166	0.172324344900946	-0.501271330194433	-1.33317599561924	83	"Jun;Klf4;Ptpre;Il15ra;Vegfa;Ackr3;Plk2;Fosl2;Nampt;Marcks;Plpp3;Per1;Pde4b;Smad3;Nr4a1;Ccnl1;Tnfaip3;Ifit2;Dennd5a;Ifih1;Cflar;Panx1;Trip10;Kdm6b;Spsb1"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_HEME_METABOLISM"	0.107692307692308	0.376923076923077	0.271288554688953	0.37410823248961	1.21261076113786	101	"Dcaf11;Fbxo9;Mgst3;Sidt2;Nek7;Car2;Bnip3l;Picalm;Tmem9b;Bmp2k;Lamp2;Trak2;Arhgef12;Optn;Slc25a38;Vezf1"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_INFLAMMATORY_RESPONSE"	0.175872093023256	0.574515503875969	0.123257226381337	-0.482469130701927	-1.22509015811458	62	"Cmklr1;Ptpre;Il15ra;P2rx7;Eif2ak2;Nampt;Slc4a4;Tnfsf10;Bst2;Adrm1;Pde4b;Pvr;Itga5;Rnf144b;Pcdh7;Gabbr1;Atp2a2;Csf1"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_ALLOGRAFT_REJECTION"	0.191394658753709	0.586146142433234	0.118815039412263	-0.484424881202382	-1.210359019311	54	"Eif3a;Hdac9;Stat4;Eif4g3;Bcat1;Egfr;Flna;Ets1"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_SPERMATOGENESIS"	0.227146814404432	0.628507295173962	0.153158808683073	0.428929572763881	1.15792153629677	37	"Phkg2;Map7;Slc12a2;Mast2;Ift88;Nf2;Pias2;Prkar2a;Rad17;Art3;Clpb"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	0.230880230880231	0.628507295173962	0.104732821580651	-0.446989348026174	-1.15712900328277	69	"Kif5b;Nop56;Pdia5;Hspa5;Eif4a2;Vegfa;Hspa9;Nolc1;Cnot6;Dnaja4;Eif4a3;Hsp90b1;Tspyl2;Dctn1;Exosc10;Xbp1;Nop14;Tatdn2;Calr"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
"HALLMARK_MYC_TARGETS_V1"	0.268357810413885	0.657476635514019	0.0911073131586733	-0.41176679495382	-1.11598860110633	106	"Hsp90ab1;Hnrnpu;Ifrd1;Nop56;Hnrnpa1;Nolc1;Hspd1;Vdac3;Eif2s2;Ddx21;Hnrnpa2b1;Psmd7"	"Spontaneous | SHR | LV | Pericyte | 10w | 26w"	1	"Spontaneous"	"SHR"	"LV"	"Pericyte"	"10w"	"26w"
