"CT"	"program"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"N"	"adj_r2"	"n_bp_levels"	"n_tissue_lv"	"n_strain_lv"	"tissue_value"	"strain_value"	"p_adj"
"Excitatory_neuron"	"Excitatory_neuron-6"	"BP_mean"	0.0580446087742627	0.0226583029136928	2.56173681653737	0.0196122185503948	24	0.856739791626331	23	1	5	"HYP"	"mixed"	0.038423938384447
"Excitatory_neuron"	"Excitatory_neuron-7"	"BP_mean"	-0.00252553351939568	0.0189314555322693	-0.133404085866025	0.895353961875013	24	0.774962658881154	23	1	5	"HYP"	"mixed"	0.914404046170226
"Excitatory_neuron"	"Excitatory_neuron-8"	"BP_mean"	-0.0145448710644769	0.0150533063834071	-0.966224342614152	0.346735485769631	24	0.170253860375997	23	1	5	"HYP"	"mixed"	0.449819008566008
"Excitatory_neuron"	"Excitatory_neuron-9"	"BP_mean"	1.88916642550917e-05	0.0108217131388031	0.00174571844704998	0.99862632101789	24	0.837553430848873	23	1	5	"HYP"	"mixed"	0.99862632101789
"Fibroblast"	"Fibroblast-1"	"BP_mean"	0.016514196863658	0.0745458444170904	0.22153075054405	0.8253335085383	79	0.776206308322419	52	5	5	"mixed"	"mixed"	0.857489359520312
"Fibroblast"	"Fibroblast-10"	"BP_mean"	-0.0181735584833623	0.0215695591167944	-0.842555862405743	0.402387990194141	79	0.885912801750158	52	5	5	"mixed"	"mixed"	0.494422618160508
"Fibroblast"	"Fibroblast-11"	"BP_mean"	0.0381645515496922	0.0354783481597003	1.07571387985428	0.285802271129376	79	0.569635811365858	52	5	5	"mixed"	"mixed"	0.394210029143967
"Fibroblast"	"Fibroblast-12"	"BP_mean"	-0.00943076914713706	0.025231581081179	-0.373768457743291	0.70972261579172	79	0.624836107319008	52	5	5	"mixed"	"mixed"	0.762118245145471
"Fibroblast"	"Fibroblast-13"	"BP_mean"	-0.0890158182774439	0.0296307615710413	-3.00416909852363	0.00370892883989423	79	0.37301266937011	52	5	5	"mixed"	"mixed"	0.0100581121081877
"Fibroblast"	"Fibroblast-14"	"BP_mean"	0.012763981541285	0.0194513976670119	0.656198683497779	0.513878678784766	79	0.391448142038284	52	5	5	"mixed"	"mixed"	0.595801366706975
"Fibroblast"	"Fibroblast-15"	"BP_mean"	-0.0079985151615503	0.00600889661896733	-1.3311121273584	0.18753371257197	79	0.206347259312446	52	5	5	"mixed"	"mixed"	0.292757865705779
"Fibroblast"	"Fibroblast-16"	"BP_mean"	-0.0304060350686449	0.012629667112983	-2.40750882795542	0.0187404427863345	79	0.25348049705348	52	5	5	"mixed"	"mixed"	0.0454313764517199
"Fibroblast"	"Fibroblast-2"	"BP_mean"	0.0335176467057549	0.0302495888185035	1.10803643999459	0.271693581565969	79	0.931099437374112	52	5	5	"mixed"	"mixed"	0.383023020238082
"Fibroblast"	"Fibroblast-3"	"BP_mean"	-0.00218015924295623	0.0494924210507859	-0.0440503656250538	0.964991489421182	79	0.779479466764918	52	5	5	"mixed"	"mixed"	0.977206571565754
"Fibroblast"	"Fibroblast-4"	"BP_mean"	-0.021686289511117	0.0266145769667723	-0.814827511186516	0.417974603328142	79	0.905977361062461	52	5	5	"mixed"	"mixed"	0.502826590469945
"Fibroblast"	"Fibroblast-5"	"BP_mean"	0.05521499649064	0.06495288846241	0.850077614679052	0.398222055781168	79	0.79714710357769	52	5	5	"mixed"	"mixed"	0.493918828875868
"Fibroblast"	"Fibroblast-6"	"BP_mean"	0.0312507610908066	0.0352264464996222	0.887139186495629	0.378085774771514	79	0.346827454726731	52	5	5	"mixed"	"mixed"	0.487852612608405
"Fibroblast"	"Fibroblast-7"	"BP_mean"	-0.00396056110774389	0.0188335179697568	-0.210293218404752	0.834058582552278	79	0.216135334176016	52	5	5	"mixed"	"mixed"	0.86096369811848
"Fibroblast"	"Fibroblast-8"	"BP_mean"	0.0172370017219138	0.0153224234196111	1.12495270818924	0.264507145378799	79	0.88843023054072	52	5	5	"mixed"	"mixed"	0.377867350541141
"Fibroblast"	"Fibroblast-9"	"BP_mean"	-0.0218114299637952	0.0127538436281007	-1.71018483523962	0.0917250740971463	79	0.263593435656715	52	5	5	"mixed"	"mixed"	0.164899009612847
"IC"	"IC-1"	"BP_mean"	0.0948743011164615	0.109277127366884	0.868199076993794	0.395584073359532	26	0.606430573332373	26	1	5	"LK"	"mixed"	0.522170976834583
"IC"	"IC-10"	"BP_mean"	0.00375936631917983	0.0289298530056881	0.129947646759238	0.897905933315339	26	0.458450020552103	26	1	5	"LK"	"mixed"	0.957947623966231
"IC"	"IC-11"	"BP_mean"	-0.0836057533502732	0.0454782477701866	-1.83836795500026	0.0809075399434443	26	0.048593006538608	26	1	5	"LK"	"mixed"	0.148330489896315
"IC"	"IC-2"	"BP_mean"	0.0229954650898254	0.0834322024097624	0.275618579225408	0.785668642821296	26	0.595366044019722	26	1	5	"LK"	"mixed"	0.878883566545857
"IC"	"IC-3"	"BP_mean"	0.132316271092402	0.0677794268929194	1.95215978000877	0.065061301558416	26	0.646753236811725	26	1	5	"LK"	"mixed"	0.12268702579587
"IC"	"IC-4"	"BP_mean"	-0.0329468333561959	0.0298310122073629	-1.10444905882423	0.282509215642925	26	0.98320907904346	26	1	5	"LK"	"mixed"	0.400392977509292
"IC"	"IC-5"	"BP_mean"	0.0296538029015838	0.0337491918048944	0.878652237748796	0.390024290286443	26	0.935422368788232	26	1	5	"LK"	"mixed"	0.522170976834583
"IC"	"IC-6"	"BP_mean"	-0.116474344166086	0.0822330088991484	-1.41639404571625	0.172047631435659	26	0.00903075709000944	26	1	5	"LK"	"mixed"	0.283878591868838
"IC"	"IC-7"	"BP_mean"	-0.00323774149172898	0.0320249363369963	-0.101100637879759	0.920477253973862	26	0.406893628351676	26	1	5	"LK"	"mixed"	0.957947623966231
"IC"	"IC-8"	"BP_mean"	-0.0203332556319429	0.0244172761029179	-0.832740537733981	0.414825024124626	26	0.325321543911454	26	1	5	"LK"	"mixed"	0.526508684465872
"IC"	"IC-9"	"BP_mean"	-0.0270012785232262	0.0303374890051396	-0.890030104952056	0.384031086519656	26	0.227393775296076	26	1	5	"LK"	"mixed"	0.522170976834583
"Inhibitory_neuron"	"Inhibitory_neuron-1"	"BP_mean"	-0.170471368549572	0.0409510709523226	-4.16280611435154	0.000584592407913053	24	0.883593733262169	23	1	5	"HYP"	"mixed"	0.00129909423980679
"Inhibitory_neuron"	"Inhibitory_neuron-10"	"BP_mean"	-0.00314927503649323	0.00860285410539714	-0.366073281949241	0.718577517284049	24	0.270737020685738	23	1	5	"HYP"	"mixed"	0.760738298572752
"Inhibitory_neuron"	"Inhibitory_neuron-2"	"BP_mean"	0.0116940861461895	0.0324424837094873	0.36045594569474	0.722701383644114	24	0.988369707708804	23	1	5	"HYP"	"mixed"	0.760738298572752
"Inhibitory_neuron"	"Inhibitory_neuron-3"	"BP_mean"	0.0154727424682192	0.0168768133772813	0.916804738093968	0.371365838027152	24	0.946687713053171	23	1	5	"HYP"	"mixed"	0.46420729753394
"Inhibitory_neuron"	"Inhibitory_neuron-4"	"BP_mean"	0.0781412983996188	0.0175769844367353	4.44566010062034	0.000312298949384219	24	0.895700850009596	23	1	5	"HYP"	"mixed"	0.000720689883194352
"Inhibitory_neuron"	"Inhibitory_neuron-5"	"BP_mean"	0.0542687848477022	0.0135430129079522	4.00714266585661	0.000826575278709501	24	0.875382899199663	23	1	5	"HYP"	"mixed"	0.00171015750985224
"Inhibitory_neuron"	"Inhibitory_neuron-6"	"BP_mean"	0.0302573909911787	0.0100259856350113	3.01789690237717	0.00739189171277613	24	0.922995611561264	23	1	5	"HYP"	"mixed"	0.0138597969614552
"Inhibitory_neuron"	"Inhibitory_neuron-7"	"BP_mean"	0.0375500134793361	0.0213188859931566	1.76134970145202	0.0951561164298696	24	0.224393649179741	23	1	5	"HYP"	"mixed"	0.139252853312004
"Inhibitory_neuron"	"Inhibitory_neuron-8"	"BP_mean"	-0.0570466438694459	0.0551509424471071	-1.03437296514302	0.314659713636488	24	0.1754607732115	23	1	5	"HYP"	"mixed"	0.410425713438898
"Inhibitory_neuron"	"Inhibitory_neuron-9"	"BP_mean"	0.00328297112326656	0.00554986215695459	0.591541020375188	0.561514382391537	24	0.608732404127006	23	1	5	"HYP"	"mixed"	0.655201292417859
"Macrophages"	"Macrophages-1"	"BP_mean"	0.103117190264393	0.139322480556521	0.740133177736235	0.462311010022427	65	0.605930882794561	39	4	5	"mixed"	"mixed"	0.616414680029903
"Macrophages"	"Macrophages-2"	"BP_mean"	0.0204645328247042	0.0415187942384062	0.492898052558903	0.624011862001174	65	0.954541346319402	39	4	5	"mixed"	"mixed"	0.721201936365367
"Macrophages"	"Macrophages-3"	"BP_mean"	0.0328350557149821	0.0430017209782614	0.763575386473048	0.448325440811145	65	0.257971067098116	39	4	5	"mixed"	"mixed"	0.60904588185665
"Macrophages"	"Macrophages-4"	"BP_mean"	-0.0314369334908763	0.026759673606394	-1.1747876283276	0.2450509755841	65	0.397271570673964	39	4	5	"mixed"	"mixed"	0.38355804874033
"Macrophages"	"Macrophages-5"	"BP_mean"	-0.0294710679073871	0.0459891963940171	-0.640825894301146	0.524249672295071	65	0.568081914482211	39	4	5	"mixed"	"mixed"	0.674035292950806
"Macrophages"	"Macrophages-6"	"BP_mean"	0.0190869856550033	0.053835361331014	0.354543652779526	0.724263166137706	65	0.541084195930033	39	4	5	"mixed"	"mixed"	0.790105272150225
"Macrophages"	"Macrophages-7"	"BP_mean"	-0.00423501325006804	0.0158625448279616	-0.266981956300152	0.790463794450821	65	0.32094752615318	39	4	5	"mixed"	"mixed"	0.824831785513901
"Macrophages"	"Macrophages-8"	"BP_mean"	-0.110360749810751	0.0721790439242256	-1.52898602988714	0.131897315933897	65	0.598178427906646	39	4	5	"mixed"	"mixed"	0.231624554810745
"Mast_cells"	"Mast_cells-1"	"BP_mean"	0.170737806280804	0.121253352994082	1.40810791672819	0.231867377424543	6	0.164266426632763	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-10"	"BP_mean"	-0.0536601136166726	0.0369366685865164	-1.45275997186874	0.219944040738135	6	0.181737900230809	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-11"	"BP_mean"	-0.0439783120833618	0.0371108636738779	-1.18505223887629	0.301591836127134	6	0.0748191545672224	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-12"	"BP_mean"	-0.0369446616710362	0.0780983788805821	-0.473052862307516	0.660834197434162	6	-0.183774053407192	6	1	1	"PBMC"	"SS"	0.767420358310639
"Mast_cells"	"Mast_cells-13"	"BP_mean"	-0.318557484302838	0.265946520398684	-1.19782535159807	0.297108442029742	6	0.0800005017854946	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-14"	"BP_mean"	0.0375119993827433	0.0366233756715551	1.02426383955312	0.363609852123948	6	0.0097277244171825	6	1	1	"PBMC"	"SS"	0.654497733823107
"Mast_cells"	"Mast_cells-15"	"BP_mean"	-0.0328601433008404	0.0631950282710454	-0.519979881327091	0.630528711923039	6	-0.170856242469745	6	1	1	"PBMC"	"SS"	0.756634454307646
"Mast_cells"	"Mast_cells-16"	"BP_mean"	0.202114903922352	0.186755758198774	1.08224188572129	0.340027159045563	6	0.0331153168042644	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-17"	"BP_mean"	-0.0333841764515673	0.0304378284204314	-1.09679889085511	0.334325733765607	6	0.0390100063099883	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-18"	"BP_mean"	-0.0359922501518812	0.0316711053744793	-1.13643807900952	0.319238484428349	6	0.0550868327037736	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-2"	"BP_mean"	0.0564285807274491	0.0741334489012579	0.761175711689997	0.488954907323698	6	-0.0918488438431575	6	1	1	"PBMC"	"SS"	0.677014487063582
"Mast_cells"	"Mast_cells-3"	"BP_mean"	0.129336715424526	0.207156861697503	0.624341932797706	0.566247052373646	6	-0.139003315623283	6	1	1	"PBMC"	"SS"	0.708447135351154
"Mast_cells"	"Mast_cells-4"	"BP_mean"	0.121687020680473	0.0956799245699564	1.27181350975566	0.272353057158458	6	0.10992586522711	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-5"	"BP_mean"	0.18397023368598	0.0899309453131218	2.04568330784729	0.110229397386894	6	0.389113031164633	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-6"	"BP_mean"	-0.0262698995081815	0.085555475774906	-0.307051059797702	0.77412578112607	6	-0.221215834900517	6	1	1	"PBMC"	"SS"	0.819662591780545
"Mast_cells"	"Mast_cells-7"	"BP_mean"	-0.0644956444850767	0.0504785653285651	-1.27768378647995	0.27047561255405	6	0.112290913295114	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-8"	"BP_mean"	-0.332263563343686	0.257866307351364	-1.28851096041388	0.267045479528069	6	0.116648429109842	6	1	1	"PBMC"	"SS"	0.644261985560014
"Mast_cells"	"Mast_cells-9"	"BP_mean"	0.0766189888108141	0.0833205091603405	0.919569378331209	0.409834086557911	6	-0.0318622892078093	6	1	1	"PBMC"	"SS"	0.677014487063582
"Megakaryocytes"	"Megakaryocytes-1"	"BP_mean"	0.0297285534071658	0.301444759616497	0.0986202362415819	0.926184312367742	6	-0.246968012553972	6	1	1	"PBMC"	"SS"	0.971864832770605
"Megakaryocytes"	"Megakaryocytes-2"	"BP_mean"	-0.118318104671623	0.285336066863025	-0.414662282172765	0.699663070955331	6	-0.198481818384669	6	1	1	"PBMC"	"SS"	0.890480272124967
"Megakaryocytes"	"Megakaryocytes-3"	"BP_mean"	-0.0505930220975948	0.0842676177467697	-0.600385099880603	0.580608342807318	6	-0.14666741563422	6	1	1	"PBMC"	"SS"	0.890480272124967
"Megakaryocytes"	"Megakaryocytes-4"	"BP_mean"	0.113524263634903	0.184511717682288	0.615268585978812	0.571657864626306	6	-0.141929130881672	6	1	1	"PBMC"	"SS"	0.890480272124967
"Megakaryocytes"	"Megakaryocytes-5"	"BP_mean"	0.0113798640244629	0.022971876855518	0.495382423301186	0.646310135548685	6	-0.177744285338431	6	1	1	"PBMC"	"SS"	0.890480272124967
"Megakaryocytes"	"Megakaryocytes-6"	"BP_mean"	0.0422278873684293	0.0616956667536679	0.684454672271108	0.531286625437088	6	-0.118949176432664	6	1	1	"PBMC"	"SS"	0.890480272124967
"Megakaryocytes"	"Megakaryocytes-7"	"BP_mean"	-0.0279494416657434	0.0372522134505306	-0.750275999112349	0.494810475799043	6	-0.0957909612117573	6	1	1	"PBMC"	"SS"	0.890480272124967
"Microglia"	"Microglia-1"	"BP_mean"	0.223744585436842	0.173769738328622	1.28759234829318	0.214197406242587	24	0.872816095066927	23	1	5	"HYP"	"mixed"	0.340767469346204
"Microglia"	"Microglia-10"	"BP_mean"	-0.0200018552612904	0.0150087594582236	-1.33267878114543	0.199262538957006	24	0.20816598166379	23	1	5	"HYP"	"mixed"	0.340767469346204
"Microglia"	"Microglia-11"	"BP_mean"	-0.0280094265523135	0.0196770895736628	-1.42345373015953	0.171707676049217	24	0.0805905954460536	23	1	5	"HYP"	"mixed"	0.334053956551329
"Microglia"	"Microglia-12"	"BP_mean"	-0.0233072720969022	0.0121676381295201	-1.91551325317245	0.071451845942459	24	0.162143409970528	23	1	5	"HYP"	"mixed"	0.180509926591475
"Microglia"	"Microglia-13"	"BP_mean"	-0.0236161492963368	0.015885551824656	-1.48664330688734	0.154415746943074	24	0.194380687584766	23	1	5	"HYP"	"mixed"	0.315402376734789
"Microglia"	"Microglia-14"	"BP_mean"	-0.0263308952116731	0.0221544026838824	-1.18851749638139	0.250074461924507	24	0.0704948532493923	23	1	5	"HYP"	"mixed"	0.373689324778509
"Microglia"	"Microglia-15"	"BP_mean"	-0.0275261448647097	0.0167318357357698	-1.64513597308773	0.117291561256993	24	0.109844457965187	23	1	5	"HYP"	"mixed"	0.261860229783054
"Microglia"	"Microglia-16"	"BP_mean"	-0.0313544128245061	0.0236661186021209	-1.32486502546709	0.201790140211565	24	0.0760028544172717	23	1	5	"HYP"	"mixed"	0.340767469346204
"Microglia"	"Microglia-2"	"BP_mean"	0.269637795170707	0.206054560428354	1.30857475131914	0.207141211173735	24	0.687149626722072	23	1	5	"HYP"	"mixed"	0.340767469346204
"Microglia"	"Microglia-3"	"BP_mean"	-0.0464173780123291	0.0330810985520572	-1.4031389537831	0.17759028521388	24	-0.0859721137611653	23	1	5	"HYP"	"mixed"	0.334287595696714
"Microglia"	"Microglia-4"	"BP_mean"	-0.0557049690785937	0.0427633332049444	-1.30263393668651	0.209120246751924	24	0.480503299714177	23	1	5	"HYP"	"mixed"	0.340767469346204
"Microglia"	"Microglia-5"	"BP_mean"	-0.129812316968245	0.0817152552045179	-1.58859342289698	0.129562343009553	24	0.249899872435715	23	1	5	"HYP"	"mixed"	0.282681475657206
"Microglia"	"Microglia-6"	"BP_mean"	-0.00030285337731292	0.00390488633235727	-0.077557539845237	0.939035646999096	24	0.411374904138566	23	1	5	"HYP"	"mixed"	0.959015128850141
"Microglia"	"Microglia-7"	"BP_mean"	-0.054269468527864	0.0278551881385916	-1.94827147667608	0.0671477886102395	24	0.218576558951215	23	1	5	"HYP"	"mixed"	0.174221289367108
"Microglia"	"Microglia-8"	"BP_mean"	-0.0187318930664886	0.0203483049300502	-0.92056282480933	0.369452345104563	24	0.175625776864381	23	1	5	"HYP"	"mixed"	0.443342814125476
"Microglia"	"Microglia-9"	"BP_mean"	-0.00799734546898316	0.00817349108476489	-0.978449157898996	0.340820575264626	24	0.217623451498663	23	1	5	"HYP"	"mixed"	0.440062197316681
"Monocytes"	"Monocytes-1"	"BP_mean"	-0.000133335209611444	0.125438229859879	-0.00106295512747897	0.999159699580147	35	0.656870779572905	26	4	4	"mixed"	"mixed"	0.999159699580147
"Monocytes"	"Monocytes-2"	"BP_mean"	-0.0210747150903143	0.0380543329760585	-0.553805925427026	0.584269453635698	35	0.954844877498624	26	4	4	"mixed"	"mixed"	0.838951010348694
"Monocytes"	"Monocytes-3"	"BP_mean"	0.0216482812004318	0.121122076962573	0.178731092987459	0.859483248784696	35	0.404707661111568	26	4	4	"mixed"	"mixed"	0.993615138853916
"Monocytes"	"Monocytes-4"	"BP_mean"	0.00757103414408119	0.0202355055597566	0.37414603364979	0.711217938684386	35	0.370475606007404	26	4	4	"mixed"	"mixed"	0.905186467416491
"Monocytes"	"Monocytes-5"	"BP_mean"	0.0184995347607197	0.0157305608381384	1.17602512402914	0.249850384554782	35	0.7474517001759	26	4	4	"mixed"	"mixed"	0.518208205002512
"Monocytes"	"Monocytes-6"	"BP_mean"	-0.0125893109163166	0.0165196073228228	-0.762082940005708	0.452616771888583	35	0.250128517589632	26	4	4	"mixed"	"mixed"	0.751290216655716
"Monocytes"	"Monocytes-7"	"BP_mean"	-0.0139214888889904	0.0161889003611571	-0.859940365214238	0.397393480430834	35	-0.06779473950646	26	4	4	"mixed"	"mixed"	0.741801163470891
"Myelinating_OL"	"Myelinating_OL-1"	"BP_mean"	0.00565088886266842	0.109358830383933	0.0516729087429836	0.95935845240012	24	0.867233925426384	23	1	5	"HYP"	"mixed"	0.95935845240012
"Myelinating_OL"	"Myelinating_OL-10"	"BP_mean"	-0.0571300808029853	0.0472248506062121	-1.20974614148319	0.242025231230011	24	0.0721931711319426	23	1	5	"HYP"	"mixed"	0.298972344460602
"Myelinating_OL"	"Myelinating_OL-11"	"BP_mean"	-0.0171282240928369	0.0143526894572357	-1.19338080461303	0.248212748116708	24	0.177970176085034	23	1	5	"HYP"	"mixed"	0.302172041185558
"Myelinating_OL"	"Myelinating_OL-12"	"BP_mean"	-0.00492420556508181	0.00483589756990614	-1.0182609316883	0.32204604021272	24	0.331524279690622	23	1	5	"HYP"	"mixed"	0.375720380248173
"Myelinating_OL"	"Myelinating_OL-13"	"BP_mean"	-0.0106142414198007	0.00773868294511896	-1.37158241202988	0.187049840513887	24	0.224117219858993	23	1	5	"HYP"	"mixed"	0.253422364567201
"Myelinating_OL"	"Myelinating_OL-14"	"BP_mean"	-0.0136012427067448	0.0106300756722744	-1.27950572752928	0.216966572922412	24	0.153652419542077	23	1	5	"HYP"	"mixed"	0.276139274628525
"Myelinating_OL"	"Myelinating_OL-2"	"BP_mean"	0.0696430432261007	0.101677345583393	0.684941594673921	0.502106386717847	24	0.803104382232221	23	1	5	"HYP"	"mixed"	0.562359153123989
"Myelinating_OL"	"Myelinating_OL-3"	"BP_mean"	0.0687882727156681	0.0298753580060488	2.30250873317537	0.0334578031578584	24	0.912444912543736	23	1	5	"HYP"	"mixed"	0.0719769652894918
"Myelinating_OL"	"Myelinating_OL-4"	"BP_mean"	0.230762691446169	0.157967129171361	1.46082727879317	0.161299258526785	24	0.834453109731904	23	1	5	"HYP"	"mixed"	0.222117011741803
"Myelinating_OL"	"Myelinating_OL-5"	"BP_mean"	-0.104245988324508	0.11319433725379	-0.92094702662361	0.369257097619071	24	0.135550959483324	23	1	5	"HYP"	"mixed"	0.424898578082219
"Myelinating_OL"	"Myelinating_OL-6"	"BP_mean"	-0.032132129879146	0.012797177028625	-2.51087640713824	0.0218090176435404	24	0.838467339023784	23	1	5	"HYP"	"mixed"	0.0610652494019132
"Myelinating_OL"	"Myelinating_OL-7"	"BP_mean"	-0.11947086456974	0.0890623873697813	-1.34142894770723	0.196461885568247	24	0.143342017282631	23	1	5	"HYP"	"mixed"	0.257856224808324
"Myelinating_OL"	"Myelinating_OL-8"	"BP_mean"	-0.00255205785185367	0.00711120103069764	-0.358878597417925	0.723860945769626	24	0.798245248474057	23	1	5	"HYP"	"mixed"	0.789666486294137
"Myelinating_OL"	"Myelinating_OL-9"	"BP_mean"	-0.0130458610379097	0.00414758730506156	-3.14540962693878	0.00559436533865961	24	0.236387469263192	23	1	5	"HYP"	"mixed"	0.0190474914596823
"Neuronal"	"Neuronal-1"	"BP_mean"	-0.0827157433558236	0.190433151543538	-0.434355797220068	0.669492915516739	23	0.514244269934989	23	1	5	"LV"	"mixed"	0.831094653744917
"Neuronal"	"Neuronal-10"	"BP_mean"	-0.00767335765467646	0.0156724080810476	-0.489609357732058	0.630668235829305	23	0.17579919523383	23	1	5	"LV"	"mixed"	0.796633561047543
"Neuronal"	"Neuronal-11"	"BP_mean"	0.00832586330735864	0.0278450709927595	0.29900671862261	0.768559330375817	23	-0.0678732953201857	23	1	5	"LV"	"mixed"	0.892520512694497
"Neuronal"	"Neuronal-12"	"BP_mean"	0.0171662604403262	0.0136148891777648	1.26084466911133	0.224395060238662	23	0.199811567641332	23	1	5	"LV"	"mixed"	0.461612695348104
"Neuronal"	"Neuronal-2"	"BP_mean"	0.0109915796608017	0.0911386640756929	0.120602817391233	0.905419589683385	23	0.0154032833570018	23	1	5	"LV"	"mixed"	0.958679565547114
"Neuronal"	"Neuronal-3"	"BP_mean"	0.0799118197085875	0.114425554954646	0.698373888073007	0.49438678901684	23	0.873937636532563	23	1	5	"LV"	"mixed"	0.711916976184249
"Neuronal"	"Neuronal-4"	"BP_mean"	-0.0035299672874493	0.0599482804918344	-0.0588835452574843	0.953731508009645	23	-0.0587708392373141	23	1	5	"LV"	"mixed"	0.96736645281486
"Neuronal"	"Neuronal-5"	"BP_mean"	-0.00364937856910555	0.019580970195095	-0.186373735966347	0.854357614077273	23	0.438555196709351	23	1	5	"LV"	"mixed"	0.936368313176047
"Neuronal"	"Neuronal-6"	"BP_mean"	-0.0350372639099449	0.017938762720556	-1.95315944893991	0.0674627723670393	23	0.133953201359437	23	1	5	"LV"	"mixed"	0.215840101685575
